request_id,department,seniority_level,employee_tenure_months,months_since_last_upgrade,travel_days_per_month,prior_replacements,requires_windows,is_urgent,laptop_brand,laptop_model,cpu,gpu,ram_gb,storage_gb,compute_tier,build_quality,portability,warranty_years,it_tickets_last_year,quantity,requested_unit_price,historical_avg_price,total_amount,vendor_risk_score,vendor_is_official,dept_budget_remaining,dept_policy_cap,target_uc1_is_match,target_uc2_months_to_failure,target_uc3_tco_idr,target_uc3_opex_idr,target_uc4_is_approved
REQ-2026-02991,Medical Staff,Staff,53,26,3.51,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,32,1024,2,0.8,0.95,3,0,25,29520712,30834613,738017800,0.336,0,2189016135,16500000,1,44.5,30819068.0,1298356.0,0
REQ-2026-02992,Design,Senior,42,32,0.36,1,0,1,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1536,3,0.9,0.95,3,0,1,30865128,32227296,30865128,0.301,1,107580003,30000000,1,64.8,32329669.0,1464541.0,1
REQ-2026-02993,Sales,Senior,28,36,3.09,0,0,0,Asus,Vivobook 14,Core i5,Integrated,24,512,1,0.5,0.7,2,1,13,13799646,15057777,179395398,0.121,1,356543174,18000000,1,32.8,17468728.0,3669082.0,1
REQ-2026-02994,Design,Manager,22,26,0.15,1,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,12,26463963,29931524,317567556,0.296,0,1093210489,40500000,1,60.6,27974910.0,1510947.0,1
REQ-2026-02995,Medical Staff,Staff,50,34,2.77,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,3,1,24,13842688,15756419,332224512,0.227,1,858686871,16500000,1,35.9,16654164.0,2811476.0,1
REQ-2026-02996,HR,Staff,51,35,0.35,0,0,1,Asus,ExpertBook B9,Core i7,Iris Xe,32,1024,2,0.8,0.95,1,0,4,30359347,27726199,121437388,0.437,1,77759543,11250000,1,46.6,31777676.0,1418329.0,0
REQ-2026-02997,Finance,Staff,10,41,0.19,0,0,0,Dell,Latitude 7450,Core i7,Integrated,16,1024,2,0.85,0.85,3,1,5,22223030,25861783,111115150,0.38,1,184672627,15000000,1,63.8,24888370.0,2665340.0,1
REQ-2026-02998,Finance,Senior,70,33,0.51,0,1,1,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,2048,4,0.9,0.25,1,1,22,39705843,39741655,873528546,0.412,1,873696913,20000000,0,52.3,43030839.0,3324996.0,1
REQ-2026-02999,Finance,Senior,52,53,0.4,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,512,4,0.95,0.85,1,0,12,33424234,32773668,401090808,0.171,0,506471349,20000000,0,55.3,38148350.0,4724116.0,1
REQ-2026-03000,IT,Staff,111,12,0.56,1,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,3072,4,0.85,0.35,2,0,14,44939456,44811560,629152384,0.254,0,874837168,24000000,1,57.0,46819452.0,1879996.0,1
REQ-2026-03001,Medical Staff,Senior,96,20,0.52,1,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,24,1536,2,0.92,0.75,1,0,18,26328787,22953989,473918166,0.192,1,711094688,22000000,1,61.8,27606167.0,1277380.0,1
REQ-2026-03002,HR,Staff,22,30,0.01,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,24,1536,2,0.65,0.8,1,0,12,25062179,22305936,300746148,0.667,1,522178331,11250000,1,43.6,26540277.0,1478098.0,0
REQ-2026-03003,Design,Staff,14,19,0.57,0,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1536,2,0.8,0.95,3,0,20,29204179,28886560,584083580,0.532,1,899025286,22500000,1,38.7,31159880.0,1955701.0,0
REQ-2026-03004,IT,Manager,174,31,2.36,1,0,1,Asus,ExpertBook B9,Core i7,Iris Xe,32,1536,2,0.8,0.95,2,0,4,33240713,31538548,132962852,0.234,0,301499642,43200000,1,31.6,35305984.0,2065271.0,1
REQ-2026-03005,Sales,Staff,15,31,2.05,0,1,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,2,0,18,20583340,19889446,370500120,0.364,0,538155749,13500000,1,50.5,24828180.0,4244840.0,1
REQ-2026-03006,HR,Senior,7,16,0.78,0,1,1,Dell,Inspiron 15,Core i5,Integrated,8,1024,1,0.5,0.6,2,1,20,13636814,12316297,272736280,0.205,1,870664679,15000000,1,35.5,16963496.0,3326682.0,1
REQ-2026-03007,IT,Staff,67,16,0.45,0,1,0,Asus,Vivobook 14,Core i5,Integrated,16,512,1,0.5,0.7,2,1,2,15353938,13862166,30707876,0.515,1,91797409,24000000,0,36.9,17895062.0,2541124.0,1
REQ-2026-03008,Design,Staff,162,40,0.25,1,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,19,17596116,18342482,334326204,0.465,1,472206849,22500000,0,52.0,19430296.0,1834180.0,1
REQ-2026-03009,IT,Senior,54,38,0.5,0,0,0,Asus,Vivobook 14,Core i5,Integrated,16,512,1,0.5,0.7,1,0,10,11585767,12162034,115857670,0.533,0,776571748,32000000,0,39.6,13155656.0,1569889.0,1
REQ-2026-03010,Medical Staff,Staff,35,18,2.86,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,11,31462381,28929345,346086191,0.122,1,251222516,16500000,1,53.1,33042620.0,1580239.0,0
REQ-2026-03011,Design,Manager,16,16,1.29,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,24,1536,2,0.92,0.75,1,0,18,22145047,23956647,398610846,0.565,0,589438988,40500000,1,53.7,23440864.0,1295817.0,1
REQ-2026-03012,Sales,Senior,38,25,10.78,1,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,3,3,22,21966930,18939664,483272460,0.143,1,447058463,18000000,1,35.0,27478084.0,5511154.0,1
REQ-2026-03013,Design,Senior,22,48,0.12,1,0,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,1,0,1,29646423,29529843,29646423,0.249,0,49230859,30000000,1,54.6,31010480.0,1364057.0,1
REQ-2026-03014,Sales,Senior,133,1,10.79,1,1,1,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,3,3,1,11966603,12516177,11966603,0.663,0,34660112,18000000,1,21.1,18650459.0,6683856.0,1
REQ-2026-03015,Medical Staff,Staff,32,43,0.59,1,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,2,1,18,35714624,30503166,642863232,0.334,1,376295964,16500000,0,63.9,41956346.0,6241722.0,0
REQ-2026-03016,Design,Staff,6,27,0.23,1,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2560,4,0.85,0.35,1,1,4,46157444,42849518,184629776,0.453,1,86389425,22500000,0,52.3,48506588.0,2349144.0,0
REQ-2026-03017,Finance,Staff,35,34,1.69,0,1,0,Dell,Latitude 7450,Core i7,Integrated,24,512,2,0.85,0.85,2,1,21,30266531,24544352,635597151,0.163,1,207046314,15000000,1,68.2,33037606.0,2771075.0,0
REQ-2026-03018,IT,Staff,42,44,0.44,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,1536,1,0.5,0.7,3,2,24,19795725,16446781,475097400,0.273,0,374216650,24000000,0,44.5,24072169.0,4276444.0,1
REQ-2026-03019,HR,Staff,39,42,1.09,1,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2560,4,0.85,0.35,3,2,21,49238644,42876694,1034011524,0.257,1,254356834,11250000,0,52.5,53211064.0,3972420.0,0
REQ-2026-03020,HR,Senior,30,52,0.45,0,0,0,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,2,1,25,12357312,11949872,308932800,0.258,1,466134233,15000000,1,41.7,15621154.0,3263842.0,1
REQ-2026-03021,IT,Staff,11,55,1.45,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,1536,1,0.5,0.7,1,0,14,12830626,14405364,179628764,0.013,1,727938751,24000000,0,36.4,14274265.0,1443639.0,1
REQ-2026-03022,Medical Staff,Manager,54,25,0.33,2,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,0,20,22964698,20782373,459293960,0.323,1,510829815,29700000,1,43.3,24129582.0,1164884.0,1
REQ-2026-03023,Finance,Director,39,56,0.26,2,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,2,0,17,28009128,28848083,476155176,0.718,1,2048357755,38000000,0,55.5,29710278.0,1701150.0,1
REQ-2026-03024,Medical Staff,Senior,81,35,1.97,1,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,2,2,19,22323982,23260023,424155658,0.327,0,706437431,22000000,1,44.9,26314098.0,3990116.0,1
REQ-2026-03025,HR,Staff,42,29,0.32,0,1,0,HP,ZBook Firefly,Core i7,RTX A500,32,1536,3,0.8,0.6,2,1,18,33062265,32858892,595120770,0.194,0,165283999,11250000,0,50.5,35866871.0,2804606.0,0
REQ-2026-03026,Design,Staff,11,19,0.09,1,0,0,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,1,3,17,11893195,11065668,202184315,0.218,0,1229963657,22500000,0,30.0,18663561.0,6770366.0,1
REQ-2026-03027,Finance,Staff,31,39,0.7,1,1,1,Asus,Vivobook 14,Core i5,Integrated,24,1536,1,0.5,0.7,1,0,19,22067545,17708251,419283355,0.539,1,216806430,15000000,1,20.6,26315675.0,4248130.0,1
REQ-2026-03028,Medical Staff,Staff,79,18,1.44,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,2,0,14,30039118,27908741,420547652,0.285,1,440438696,16500000,1,42.1,31503058.0,1463940.0,0
REQ-2026-03029,HR,Staff,78,45,0.42,2,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,13,18257750,17820246,237350750,0.199,1,221403979,11250000,1,61.0,19727581.0,1469831.0,0
REQ-2026-03030,IT,Staff,29,39,3.45,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,3,0,16,38283402,38333023,612534432,0.133,1,732894580,24000000,1,45.2,39581855.0,1298453.0,1
REQ-2026-03031,IT,Staff,22,39,0.95,1,1,1,Lenovo,ThinkPad T14,Core i5,Integrated,32,1024,2,0.92,0.75,2,0,15,24556486,24932288,368347290,0.146,1,404350171,24000000,1,51.8,25675138.0,1118652.0,1
REQ-2026-03032,Medical Staff,Director,8,26,2.29,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,1,1,1,25007856,29266568,25007856,0.212,0,79001214,41800000,1,41.5,28266249.0,3258393.0,1
REQ-2026-03033,Design,Manager,56,37,0.74,1,0,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,3,0,3,29340009,26168534,88020027,0.347,1,464761299,40500000,1,57.2,30892099.0,1552090.0,1
REQ-2026-03034,Medical Staff,Manager,36,53,0.24,1,1,0,Dell,Precision 5690,Core i9,RTX 3500,40,2560,4,0.85,0.35,1,1,15,44730626,45781361,670959390,0.36,0,454665064,29700000,1,58.0,47800610.0,3069984.0,0
REQ-2026-03035,Medical Staff,Staff,52,52,0.31,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,16,512,2,0.65,0.8,2,0,22,18785297,18649901,413276534,0.46,0,271230214,16500000,1,39.8,19910642.0,1125345.0,1
REQ-2026-03036,Sales,Director,104,36,3.6,0,1,1,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,1,1,9,10030352,9361204,90273168,0.075,1,563447731,34200000,1,39.4,13673033.0,3642681.0,1
REQ-2026-03037,HR,Staff,32,41,0.1,0,1,0,Dell,Precision 5690,Core i9,RTX 3500,40,2048,4,0.85,0.35,3,2,19,43924962,45647431,834574278,0.362,1,462128993,11250000,1,60.7,48214376.0,4289414.0,0
REQ-2026-03038,Finance,Senior,20,45,0.58,0,1,0,Asus,Vivobook 14,Core i5,Integrated,8,1024,1,0.5,0.7,2,2,23,14459545,13108992,332569535,0.605,0,972484846,20000000,1,29.5,18440860.0,3981315.0,1
REQ-2026-03039,Finance,Staff,16,20,0.26,3,1,1,Asus,ExpertBook B9,Core i7,Iris Xe,16,1536,2,0.8,0.95,2,1,10,25965689,25131481,259656890,0.167,0,576798402,15000000,1,56.1,28980237.0,3014548.0,1
REQ-2026-03040,Sales,Manager,4,25,6.76,1,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,3,2,19,10204742,10363980,193890098,0.316,0,389696013,24300000,1,39.3,14770864.0,4566122.0,1
REQ-2026-03041,Sales,Staff,13,31,9.57,0,1,1,HP,ZBook Firefly,Core i7,RTX A500,40,2048,3,0.8,0.6,2,3,11,38265047,34714282,420915517,0.369,1,215212382,13500000,1,35.8,45510217.0,7245170.0,0
REQ-2026-03042,Sales,Staff,76,53,6.23,1,0,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,3,1,14,38302133,40377908,536229862,0.729,0,210308762,13500000,0,37.9,41145057.0,2842924.0,0
REQ-2026-03043,IT,Staff,68,42,0.8,0,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,1,15,23856969,20581554,357854535,0.481,0,407468432,24000000,1,43.4,26020410.0,2163441.0,1
REQ-2026-03044,Design,Senior,9,10,0.5,0,0,0,HP,OmniBook 5,Ryzen 7,Radeon,16,1024,2,0.65,0.8,3,1,5,23124230,20855387,115621150,0.346,1,482744309,30000000,0,40.5,26564878.0,3440648.0,1
REQ-2026-03045,IT,Manager,61,26,0.99,2,1,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,1,6,19869313,20943977,119215878,0.539,0,378224443,43200000,1,29.3,24866742.0,4997429.0,1
REQ-2026-03046,Medical Staff,Senior,38,29,1.42,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,24,1536,2,0.8,0.95,2,1,15,29905992,28249047,448589880,0.285,1,823891736,22000000,1,66.6,33102973.0,3196981.0,1
REQ-2026-03047,Medical Staff,Staff,29,25,0.02,0,1,0,Dell,Inspiron 15,Core i5,Integrated,8,512,1,0.5,0.6,1,1,5,9245891,9592375,46229455,0.443,1,125656435,16500000,1,35.0,12175776.0,2929885.0,1
REQ-2026-03048,IT,Staff,18,14,0.62,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,1,0,5,36955827,37352880,184779135,0.42,1,298924076,24000000,1,51.8,38583213.0,1627386.0,1
REQ-2026-03049,Sales,Staff,43,42,0.85,0,1,1,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,768,1,0.45,0.65,1,1,7,11997970,12053763,83985790,0.363,1,307222013,13500000,1,24.5,17139588.0,5141618.0,1
REQ-2026-03050,Medical Staff,Director,18,42,1.01,1,1,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,256,1,0.45,0.65,2,3,24,11807994,11044409,283391856,0.215,1,1373128592,41800000,1,33.8,23322828.0,11514834.0,1
REQ-2026-03051,IT,Director,137,29,0.1,1,0,1,Dell,Inspiron 15,Core i5,Integrated,16,512,1,0.5,0.6,3,1,18,13421753,13997623,241591554,0.132,1,5860583142,60800000,0,55.7,17312454.0,3890701.0,1
REQ-2026-03052,HR,Staff,35,56,0.04,0,1,1,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,3,0,13,18968231,19410923,246587003,0.504,0,269733828,11250000,1,52.8,20795432.0,1827201.0,0
REQ-2026-03053,Medical Staff,Staff,28,35,2.41,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,1,2,8,37700876,36410579,301607008,0.287,0,534143316,16500000,0,46.1,42305809.0,4604933.0,1
REQ-2026-03054,HR,Senior,27,35,0.66,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,32,1024,3,0.9,0.95,1,1,23,30180095,29834490,694142185,0.464,1,424158440,15000000,1,47.2,33225222.0,3045127.0,0
REQ-2026-03055,HR,Staff,15,39,0.14,1,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1536,3,0.9,0.95,1,2,14,28286254,29528603,396007556,0.492,1,415842065,11250000,0,54.3,32895912.0,4609658.0,0
REQ-2026-03056,Design,Staff,75,51,0.82,0,0,1,Asus,Vivobook 14,Core i5,Integrated,16,1536,1,0.5,0.7,2,0,19,18506777,17635831,351628763,0.251,0,365331867,22500000,0,41.8,20174617.0,1667840.0,1
REQ-2026-03057,IT,Senior,51,34,0.82,1,1,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,1,1,15,10742376,9840990,161135640,0.103,1,989597507,32000000,0,35.3,13655798.0,2913422.0,1
REQ-2026-03058,Medical Staff,Staff,28,1,1.85,2,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1024,4,0.9,0.25,1,1,11,39634677,36265072,435981447,0.224,0,86330045,16500000,1,38.2,42069909.0,2435232.0,0
REQ-2026-03059,IT,Manager,67,38,0.31,1,1,1,HP,ZBook Firefly,Core i7,RTX A500,40,2048,3,0.8,0.6,1,1,5,38292410,35346639,191462050,0.15,0,275466750,43200000,1,35.9,41386963.0,3094553.0,1
REQ-2026-03060,Sales,Staff,109,1,2.49,1,1,1,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,1,0,22,32183547,29886181,708038034,0.339,1,239656757,13500000,1,41.0,33824523.0,1640976.0,0
REQ-2026-03061,IT,Manager,61,32,0.61,1,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,1024,3,0.9,0.95,1,0,6,27614250,29861761,165685500,0.675,1,265331843,43200000,1,58.2,28971662.0,1357412.0,1
REQ-2026-03062,Sales,Senior,44,22,6.71,1,0,0,Dell,Precision 5690,Core i9,RTX 3500,32,2560,4,0.85,0.35,1,2,7,42204764,44882257,295433348,0.682,0,437363217,18000000,0,43.6,46145642.0,3940878.0,0
REQ-2026-03063,IT,Staff,36,72,0.43,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,1536,4,0.9,0.25,3,0,15,49705381,40626413,745580715,0.317,0,259482529,24000000,1,88.8,50799554.0,1094173.0,0
REQ-2026-03064,Sales,Senior,93,22,4.62,2,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1024,4,0.95,0.85,1,1,14,31646454,31086599,443050356,0.093,1,533784881,18000000,0,57.6,37788838.0,6142384.0,1
REQ-2026-03065,IT,Senior,27,34,2.29,0,0,0,Dell,Latitude 7450,Core i7,Integrated,24,1536,2,0.85,0.85,3,1,4,31460143,29152388,125840572,0.531,0,149231257,32000000,1,64.4,34748941.0,3288798.0,1
REQ-2026-03066,Design,Senior,6,34,0.25,0,0,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,3,14,12404120,11759993,173657680,0.245,1,747334248,30000000,0,32.7,18741938.0,6337818.0,1
REQ-2026-03067,Design,Senior,71,35,0.55,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,1,16,18951528,17166866,303224448,0.066,1,1012382860,30000000,1,29.9,22726539.0,3775011.0,1
REQ-2026-03068,IT,Senior,37,39,0.49,0,0,0,Asus,Vivobook 14,Core i5,Integrated,8,512,1,0.5,0.7,2,1,1,10324946,11427806,10324946,0.351,0,19049150,32000000,0,31.8,13877784.0,3552838.0,1
REQ-2026-03069,Medical Staff,Manager,35,26,0.68,0,0,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,512,2,0.92,0.75,1,0,2,18891245,16916085,37782490,0.133,1,110851474,29700000,1,48.3,20524959.0,1633714.0,1
REQ-2026-03070,Medical Staff,Staff,26,29,1.15,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,2,0,2,27005813,27280113,54011626,0.177,0,94569919,16500000,1,66.4,28641325.0,1635512.0,1
REQ-2026-03071,Design,Manager,40,45,1.22,0,1,0,Asus,ExpertBook B9,Core i7,Iris Xe,16,1024,2,0.8,0.95,2,0,5,27088742,26705922,135443710,0.229,0,137935460,40500000,1,42.0,28390361.0,1301619.0,1
REQ-2026-03072,Medical Staff,Staff,45,38,2.05,2,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1536,4,0.55,0.3,2,1,15,40191638,36322830,602874570,0.488,1,686490249,16500000,1,38.5,43064168.0,2872530.0,0
REQ-2026-03073,Design,Senior,10,25,1.04,0,0,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,2,1,8,10200242,8554924,81601936,0.329,1,398423652,30000000,0,26.7,13635535.0,3435293.0,1
REQ-2026-03074,Sales,Staff,36,52,5.37,0,1,1,Dell,Precision 5690,Core i9,RTX 3500,32,3072,4,0.85,0.35,1,3,16,42809907,43980889,684958512,0.343,0,183452881,13500000,0,52.4,48240151.0,5430244.0,0
REQ-2026-03075,Finance,Staff,21,32,0.98,0,1,0,Lenovo,ThinkPad T14,Core i5,Integrated,16,1024,2,0.92,0.75,2,1,23,22535561,20731078,518317903,0.454,1,928167951,15000000,1,58.1,25234143.0,2698582.0,0
REQ-2026-03076,HR,Senior,37,39,0.18,1,1,0,Dell,Inspiron 15,Core i5,Integrated,8,1024,1,0.5,0.6,1,2,12,10519842,11917255,126238104,0.154,1,345134799,15000000,1,35.2,15223400.0,4703558.0,1
REQ-2026-03077,HR,Staff,88,16,0.39,0,0,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,3,0,15,32017352,29908191,480260280,0.089,1,237954320,11250000,0,55.6,33088632.0,1071280.0,0
REQ-2026-03078,IT,Director,23,30,0.56,1,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,1024,4,0.95,0.85,1,0,14,36584916,35183156,512188824,0.556,0,3316641946,60800000,1,56.4,41202208.0,4617292.0,1
REQ-2026-03079,Medical Staff,Director,50,42,1.09,0,1,0,Lenovo,ThinkPad P16,Core i9,RTX A2000,32,2048,4,0.9,0.25,2,3,23,40800068,43415878,938401564,0.249,1,1298262902,41800000,1,41.7,50006509.0,9206441.0,1
REQ-2026-03080,Sales,Senior,25,39,4.41,0,1,0,HP,OmniBook 5,Ryzen 7,Radeon,16,1024,2,0.65,0.8,1,2,2,17907808,18898855,35815616,0.294,0,64132980,18000000,1,43.2,23264967.0,5357159.0,1
REQ-2026-03081,Medical Staff,Staff,70,64,0.34,0,0,0,Dell,Latitude 7450,Core i7,Integrated,16,512,2,0.85,0.85,1,1,19,23790242,21602185,452014598,0.145,1,197280884,16500000,1,50.1,26378569.0,2588327.0,0
REQ-2026-03082,HR,Staff,12,26,0.13,1,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,1536,4,0.55,0.3,2,0,10,45831818,35561658,458318180,0.356,1,138031720,11250000,0,37.9,47497275.0,1665457.0,0
REQ-2026-03083,HR,Staff,55,53,0.12,0,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,18,512,4,0.95,0.85,1,1,14,37283634,31031177,521970876,0.304,1,225187004,11250000,0,41.2,44189744.0,6906110.0,0
REQ-2026-03084,Finance,Staff,122,24,0.94,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,16,1024,3,0.9,0.95,1,0,3,27813292,27152821,83439876,0.425,1,64761299,15000000,1,46.0,29946066.0,2132774.0,0
REQ-2026-03085,Medical Staff,Staff,16,27,1.15,0,1,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,2,2,25,35265394,28844627,881634850,0.256,1,2170246669,16500000,1,54.7,39585585.0,4320191.0,1
REQ-2026-03086,HR,Staff,46,54,0.25,0,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,3,1,5,10350090,14542483,51750450,0.727,0,169774821,11250000,0,46.8,12678005.0,2327915.0,1
REQ-2026-03087,HR,Staff,63,45,0.24,0,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,512,1,0.6,0.7,2,0,16,14619105,13040288,233905680,0.11,0,401781537,11250000,1,38.8,16013294.0,1394189.0,1
REQ-2026-03088,IT,Senior,125,59,0.3,0,0,0,Asus,ROG Zephyrus,Core i9,RTX 4070,32,2048,4,0.55,0.3,3,0,16,45488926,42320993,727822816,0.273,0,950779396,32000000,1,41.0,47400095.0,1911169.0,1
REQ-2026-03089,Sales,Staff,32,13,20.13,0,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,1024,4,0.95,0.85,3,7,17,42996531,37381369,730941027,0.28,1,288010664,13500000,1,24.3,56578346.0,13581815.0,0
REQ-2026-03090,Medical Staff,Staff,8,32,0.36,0,1,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,1,2,17,12754824,13947444,216832008,0.205,1,441710318,16500000,1,24.0,18308521.0,5553697.0,1
REQ-2026-03091,HR,Staff,83,51,0.88,0,0,0,Apple,MacBook Air 13,M3,Apple GPU,8,256,2,0.95,1.0,1,1,16,15327129,16671112,245234064,0.323,1,225731953,11250000,1,44.1,20991868.0,5664739.0,1
REQ-2026-03092,Medical Staff,Manager,111,64,0.84,0,0,0,HP,ZBook Firefly,Core i7,RTX A500,32,1024,3,0.8,0.6,1,1,7,31378763,28869595,219651341,0.656,0,527569569,29700000,1,44.1,35162751.0,3783988.0,1
REQ-2026-03093,IT,Staff,52,64,1.3,0,0,0,HP,ProBook 445,Ryzen 5,Radeon,8,1024,1,0.6,0.7,3,1,23,19246726,15909010,442674698,0.218,1,489566087,24000000,0,48.8,21833649.0,2586923.0,1
REQ-2026-03094,Design,Manager,113,28,1.0,0,0,0,Lenovo,IdeaPad Slim 3,Core i3,Integrated,8,256,1,0.45,0.65,1,2,2,7703537,8406027,15407074,0.156,1,80685503,40500000,0,38.2,12251190.0,4547653.0,1
REQ-2026-03095,Design,Staff,120,50,0.13,0,0,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,512,4,0.95,0.85,1,1,18,33752462,32668755,607544316,0.559,0,362713776,22500000,0,80.9,39739521.0,5987059.0,0
REQ-2026-03096,Finance,Staff,16,49,2.07,1,1,1,Dell,Inspiron 15,Core i5,Integrated,24,512,1,0.5,0.6,1,2,19,12005521,12769642,228104899,0.222,1,770716917,15000000,0,34.5,16543847.0,4538326.0,1
REQ-2026-03097,Sales,Staff,144,31,4.03,0,1,0,Apple,MacBook Pro 14,M3 Pro,Apple GPU,26,1024,4,0.95,0.85,2,3,5,37832900,37785108,189164500,0.381,1,121506455,13500000,0,50.2,45262288.0,7429388.0,0
REQ-2026-03098,Finance,Staff,140,54,0.96,0,1,0,HP,ZBook Firefly,Core i7,RTX A500,40,1024,3,0.8,0.6,3,0,23,35136226,32260795,808133198,0.537,0,205389373,15000000,0,61.0,36803552.0,1667326.0,0
REQ-2026-03099,HR,Senior,92,48,0.47,2,0,0,Dell,Latitude 7450,Core i7,Integrated,16,1536,2,0.85,0.85,1,1,22,25151451,26962621,553331922,0.706,1,868156640,15000000,1,48.3,28426708.0,3275257.0,1
REQ-2026-03100,Medical Staff,Staff,47,25,0.72,0,1,0,Lenovo,ThinkPad X1,Core i7,Iris Xe,24,2048,3,0.9,0.95,1,0,3,34181212,32212827,102543636,0.21,0,228338653,16500000,1,47.2,35513907.0,1332695.0,0
REQ-2026-03101,HR,Senior,10,37,0.14,0,0,1,Lenovo,IdeaPad Slim 3,Core i3,Integrated,16,256,1,0.45,0.65,1,3,21,11374323,9623190,238860783,0.321,1,864612074,15000000,1,26.9,19855430.0,8481107.0,1
